PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence 
158,2023-05-26,19:31:29.45,2,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Casillas, Aaron",1000084580,Right,CAL_MUS,Undefined,5,Bottom,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.48979,-2.470324,2.834598,1496.623186,133.538232,10:30,5.948,-1.63176,7.01907,-28.02364,14.1369,-13.20083,1.36343,-0.15353,72.63043,-7.839273,0.414655,0.467331,,,,,,,,,,,,8.02075,8.85367,1.46252,50,5.78795,-5.34784,-116.73528,-5.68799,10.83666,26.2525,-20.21204,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,957d6510-fc36-11ed-a9f6-11b62def9100,80.65474,,,7.85936,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:31:29.45,2023-05-26T19:31:29.4573250-07:00,2023-05-27T02:31:29.4573250Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,e3e0827d-2e63-4f99-af1e-9eb0462763da,53.47954,-117.51518,13.12625,5.94801,-5.08754,-10.10602,1.62617,-5.66977,5.41833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
159,2023-05-26,19:32:09.94,2,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"Casillas, Aaron",1000084580,Right,CAL_MUS,Undefined,5,Bottom,0,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.6343,-1.0397,1.668223,1475.130492,148.304132,11:00,5.97129,-1.64644,6.84932,-24.30206,19.14131,-10.77587,2.99761,-1.02291,71.31262,-5.760063,-0.300964,0.474387,,,,,,,,,,,,6.22205,10.97123,1.54267,50,5.89561,-2.98591,-115.52575,-2.61868,8.20282,26.43368,-17.71017,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,ad9d63c0-fc36-11ed-a9f6-11b62def9100,79.45496,,,8.32169,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:32:09.94,2023-05-26T19:32:09.9486914-07:00,2023-05-27T02:32:09.9486914Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,602ff0c9-6167-4e93-a571-4dd7228884e3,53.64501,-116.35678,13.21684,5.96919,-2.0619,-8.85509,1.6406,-3.24379,4.10141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
160,2023-05-26,19:32:30.02,2,3,"Jones, Peyton",1000078176,Left,CAL_FUL,"Casillas, Aaron",1000084580,Right,CAL_MUS,Undefined,5,Bottom,0,1,1,Slider,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,76.18201,-0.52411,1.299449,2194.759927,283.034799,3:30,6.04316,-1.383,5.40268,-52.29105,-2.02713,17.03729,1.19432,1.25463,68.82889,-10.059655,4.335269,0.510269,90.71953,29.865038,-62.038118,4402.01727,44.99906,50.12031,-100.37412,299.21118,232.48759,-76.081914,4.006344,-8.18768,-0.38291,1.25453,50,5.95982,-3.14777,-110.35166,-2.71461,-9.81432,24.74471,-32.63302,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,b9b517c0-fc36-11ed-a9f6-11b62def9100,73.86771,60.22377,,7.35313,,,,2.69782,1.6198,-1.28262,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:32:30.02,2023-05-26T19:32:30.0212930-07:00,2023-05-27T02:32:30.0212930Z,FlyBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,e6cae840-72a0-401c-b9ee-04f1a1954dd8,55.09804,-111.48896,12.37236,6.05012,-1.21475,-16.31651,1.38885,-2.69669,-4.90716,,2.69797,54.10042,-17.38497,4.24485,-1.06784,0.25985,-0.05897,0.00891,-0.00058,1.62024,66.24144,-21.60193,1.98546,-0.17492,-0.08298,0.04475,-0.00848,0.00057,-1.28246,-101.92394,10.52852,-1.40885,0.37354,-0.16871,0.06118,-0.01138,0.00082,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
161,2023-05-26,19:33:02.84,2,4,"Jones, Peyton",1000078176,Left,CAL_FUL,"Casillas, Aaron",1000084580,Right,CAL_MUS,Undefined,5,Bottom,0,1,2,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,79.7187,-2.353235,2.030607,1465.648719,105.911619,9:30,6.02002,-1.48219,6.85117,-36.5612,6.59866,-17.56773,0.82509,-1.09394,72.2823,-9.240908,-1.186783,0.472837,49.5348,-61.680834,-95.485387,,,,,1.7416,1.99451,21.341356,0.013431,10.01981,4.76201,1.35795,50,5.85674,-3.51915,-115.7013,-5.70155,13.30935,25.63391,-25.84865,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,cd291a90-fc36-11ed-a9f6-11b62def9100,79.7155,0.86122,,7.4364,,,,1.66654,0.86122,1.09578,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:33:02.84,2023-05-26T19:33:02.8412610-07:00,2023-05-27T02:33:02.8412610Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,9b6953dc-8e33-4072-9f4d-084eb43c4fde,53.64865,-116.50686,12.81696,6.02315,-4.88923,-12.92433,1.47511,-3.9374,6.65468,,1.66656,-3.30298,,,,,,,,0.86158,-64.12031,,,,,,,,1.09597,-34.39467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
162,2023-05-26,19:33:44.74,3,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,5,Bottom,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.02244,-2.070818,2.016825,1462.81077,127.425403,10:15,5.94411,-1.57178,6.86147,-32.85439,10.81611,-12.10729,1.31652,-0.74145,71.85705,-8.29127,-0.198861,0.475626,,,,,,,,,,,,7.07473,6.87004,1.44706,50,5.80043,-3.64324,-114.7357,-4.96284,9.29664,24.0464,-23.1464,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,e629dc50-fc36-11ed-a9f6-11b62def9100,79.24808,,,7.1654,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:33:44.74,2023-05-26T19:33:44.7456450-07:00,2023-05-27T02:33:44.7456450Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,13f204fc-581a-4125-97a7-f0789033b2f9,53.63768,-115.49557,12.0232,5.9457,-4.23141,-11.5732,1.56682,-3.93702,4.64832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
163,2023-05-26,19:34:01.94,3,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,5,Bottom,1,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.68719,-1.748839,2.684753,1431.416486,117.03649,10:00,5.93163,-1.4922,7.00287,-32.19856,9.71319,-15.97186,1.65628,-0.38064,72.86799,-7.879789,-0.243977,0.46595,,,,,,,,,,,,9.36796,6.24992,1.3317,50,5.8141,-4.95039,-117.0876,-4.37189,12.74448,26.23562,-23.67143,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,f0633360-fc36-11ed-a9f6-11b62def9100,80.89374,,,7.8192,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:34:01.94,2023-05-26T19:34:01.9497154-07:00,2023-05-27T02:34:01.9497154Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,b456b0cc-dd1a-40e1-8c6b-9905d1fba7c9,53.49505,-117.86813,13.11781,5.93369,-3.66765,-11.83572,1.48462,-5.32954,6.37224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
164,2023-05-26,19:34:19.78,3,3,"Jones, Peyton",1000078176,Left,CAL_FUL,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,5,Bottom,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.34625,-3.941055,2.963307,2433.943729,149.285807,11:00,6.12955,-1.39288,6.35667,-12.89146,23.94899,-13.37918,1.41733,0.22204,78.44615,-6.497829,0.545115,0.436852,,,,,,,,,,,,7.94827,14.19072,1.18386,50,5.8369,-6.00905,-126.3263,-8.9637,12.59179,30.44619,-9.69286,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,fb020300-fc36-11ed-a9f6-11b62def9100,86.28203,,,8.9001,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:34:19.78,2023-05-26T19:34:19.7875906-07:00,2023-05-27T02:34:19.7875906Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,cae945b9-21bc-4888-89dc-9e0a2336bc16,54.14137,-127.32051,15.2231,6.12444,-8.64718,-4.84643,1.38679,-6.42023,6.2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
165,2023-05-26,19:34:39.23,3,4,"Jones, Peyton",1000078176,Left,CAL_FUL,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,5,Bottom,1,2,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.48177,-1.750267,2.212585,1511.456437,122.767896,10:00,5.86614,-1.76224,6.64545,-34.58262,10.17528,-13.28182,1.38044,-0.84274,71.17064,-8.274546,-0.207618,0.481511,,,,,,,,,,,,7.73646,6.405,1.6179,50,5.73415,-3.95473,-113.89602,-4.37576,9.99029,24.22552,-23.90314,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,069d0cf0-fc37-11ed-a9f6-11b62def9100,78.27949,,,7.31113,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:34:39.23,2023-05-26T19:34:39.2308930-07:00,2023-05-27T02:34:39.2308930Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,e21bed6e-46f1-4527-8f71-fdefbcee9464,53.85383,-114.7128,12.11276,5.86809,-3.56985,-11.95157,1.75692,-4.29156,4.99514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
166,2023-05-26,19:35:05.91,3,5,"Jones, Peyton",1000078176,Left,CAL_FUL,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,5,Bottom,1,0,0,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,78.40651,-0.027804,1.456781,1329.788391,109.229248,9:45,5.87777,-1.73253,6.57843,-37.66081,6.98418,-15.64958,2.71387,-1.70119,71.33953,-7.111617,-1.391103,0.480903,84.2739,-14.151485,17.685979,,,,,11.56057,11.24954,24.562906,0.086343,8.66182,4.13882,1.63849,50,5.86033,-2.36302,-113.93621,-1.06774,11.25768,23.13593,-26.79487,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,16818060-fc37-11ed-a9f6-11b62def9100,78.3784,2.61554,,7.06699,,,,0.63123,2.61554,1.65418,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:35:05.91,2023-05-26T19:35:05.9183810-07:00,2023-05-27T02:35:05.9183810Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,0cd16b38-c146-46e4-bd58-89b6662617fa,53.9215,-114.72975,11.56797,5.88119,-0.1487,-13.39744,1.72616,-2.74914,5.62884,180,0.62736,114.46407,,,,,,,,2.61657,-30.2925,,,,,,,,1.65295,36.49928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
167,2023-05-26,19:35:47.55,4,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,5,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.00218,-1.286673,1.45856,2357.175312,140.129468,10:45,6.0278,-1.69187,6.71995,-17.81906,18.66517,-14.43005,3.36621,-1.56088,77.96997,-4.770542,-1.171942,0.434734,,,,,,,,,,,,8.03115,10.65568,1.59981,50,5.93523,-2.65514,-126.24727,-3.23186,12.67397,31.02039,-15.35827,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,2f4d2860-fc37-11ed-a9f6-11b62def9100,86.70222,,,9.03221,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:35:47.55,2023-05-26T19:35:47.5557570-07:00,2023-05-27T02:35:47.5557570Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,cf88f7b1-d1b7-45bd-b74e-c240f1bdc1f2,53.77609,-127.17172,15.5102,6.02473,-2.77416,-7.67914,1.68456,-3.03284,6.33699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
168,2023-05-26,19:36:06.29,4,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,5,Bottom,2,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.91076,-2.17253,3.246075,2444.142326,147.601022,11:00,6.04452,-1.19317,6.51462,-15.75213,20.92816,-12.43591,2.73407,0.75244,78.4316,-5.250707,0.992419,0.435901,,,,,,,,,,,,7.53867,12.03607,0.97158,50,5.88562,-6.66675,-125.96767,-5.13652,11.94398,28.92283,-13.10452,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,3a791cd0-fc37-11ed-a9f6-11b62def9100,86.47023,,,8.47916,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:36:06.29,2023-05-26T19:36:06.2990000-07:00,2023-05-27T02:36:06.2990000Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,74aafac0-5c0e-453a-9beb-d31bc6ca8b5b,53.98401,-126.87912,14.46142,6.04098,-4.72355,-6.55226,1.1876,-7.04314,5.97199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.83976,1.625738,0.833331,0.792407,0.79969,2.67711,-0.76299,-0.98279,5.38382,-3.48406,64.31212,4.62492,-60.47784,-0.94478,86.27588,-4.92007,5.39627,8.20865,-11.57631,-3.58204,-79.21098,9.27264,High,High,High,,,High,High,High
169,2023-05-26,19:36:30.81,4,3,"Jones, Peyton",1000078176,Left,CAL_FUL,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,5,Bottom,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.21659,-1.94908,1.188854,2441.771669,133.372799,10:30,6.08229,-1.53444,6.42758,-21.09257,15.15119,-14.73379,2.53198,-1.66935,79.3291,-5.964828,-1.483609,0.433299,,,,,,,,,,,,8.02308,8.86619,1.4558,50,5.93371,-2.05298,-126.65197,-4.88644,12.92465,27.85322,-17.89126,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,4915a6f0-fc37-11ed-a9f6-11b62def9100,86.98935,,,7.88748,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:36:30.81,2023-05-26T19:36:30.8171458-07:00,2023-05-27T02:36:30.8171458Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,35ad317a-b68c-4380-b793-36c6a23b6594,54.07155,-127.54424,13.92661,6.08106,-4.3133,-8.94563,1.5282,-2.46702,6.46233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
170,2023-05-26,19:36:49.24,4,4,"Jones, Peyton",1000078176,Left,CAL_FUL,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,5,Bottom,2,2,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.73795,-2.376125,3.040081,2410.753583,149.915357,11:00,6.05247,-1.49071,6.64547,-14.49863,21.27576,-11.57906,2.66493,0.32975,79.25422,-5.226451,0.936023,0.430484,,,,,,,,,,,,7.00107,12.28666,1.28945,50,5.88542,-6.30566,-127.19369,-5.57889,11.32411,29.16974,-12.30055,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,5415f780-fc37-11ed-a9f6-11b62def9100,87.55819,,,8.48372,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:36:49.24,2023-05-26T19:36:49.2423362-07:00,2023-05-27T02:36:49.2423362Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,d367b7d6-6481-4155-8318-18347f089c01,53.85209,-128.07405,14.58487,6.04819,-5.20765,-6.15028,1.48491,-6.64743,5.66206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
171,2023-05-26,19:37:09.07,4,5,"Jones, Peyton",1000078176,Left,CAL_FUL,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,5,Bottom,2,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,88.48134,-2.786526,3.088183,2471.909762,139.501763,10:45,6.1858,-1.74944,,-16.41438,21.02753,-16.74257,2.18893,-0.23474,79.51842,-5.914994,0.128694,0.440403,70.5354,45.092182,156.80545,3018.764067,,,,,71.89641,,,9.38158,11.79772,1.47434,50,5.9133,-6.13172,-127.87138,-6.74173,15.2715,30.51248,-12.96949,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,5fe44670-fc37-11ed-a9f6-11b62def9100,85.58624,48.65669,,8.96291,,,,2.80166,2.36778,0.25235,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:37:09.07,2023-05-26T19:37:09.0749634-07:00,2023-05-27T02:37:09.0749634Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,c1c1a539-4f30-4470-8b58-3672e0472b84,55.34325,-129.14009,15.25624,6.18241,-6.20246,-6.48475,1.7425,-6.76671,7.63575,1.077248,2.80166,-67.13055,3.02631,0.71332,-0.34049,0.11702,-0.02869,0.00619,-0.00084,2.36778,73.26904,-32.43189,4.857,-1.05853,0.20933,-0.04163,0.00863,-0.00096,0.25235,28.76463,-1.05155,-1.35081,0.5037,-0.15502,0.03723,-0.00795,0.00104,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
172,2023-05-26,19:37:34.70,4,6,"Jones, Peyton",1000078176,Left,CAL_FUL,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,5,Bottom,2,2,2,FourSeamFastBall,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,88.92829,-3.395768,3.179181,2461.37082,147.68964,11:00,6.12046,-1.5562,6.5833,-13.71627,21.38718,-12.69272,1.85696,0.30261,80.07737,-6.098879,0.875657,0.426429,70.90184,16.035226,171.076797,1822.374928,,,,126.04094,59.09107,171.292543,1.47501,7.73536,12.74757,1.34315,50,5.8812,-6.66514,-128.76926,-7.93975,12.76258,31.06974,-11.14188,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,6f2fd540-fc37-11ed-a9f6-11b62def9100,88.39099,11.49531,,8.85092,,,,3.29299,1.94456,-0.29773,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:37:34.70,2023-05-26T19:37:34.7006146-07:00,2023-05-27T02:37:34.7006146Z,LineDrive,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,108bd722-2656-4352-b479-1cb72f5c916a,53.91606,-129.71069,15.53487,6.11666,-7.60214,-5.57094,1.55097,-7.05186,6.38129,351.81095,3.29299,-98.73359,9.59665,-1.32487,0.29281,-0.04869,0.00996,-0.00179,0.00014,1.94456,28.72476,-22.88273,2.20372,-0.44782,0.09233,-0.01565,0.00275,-0.00029,-0.29773,15.50223,-2.08267,0.41335,-0.07799,0.01566,-0.00281,0.00051,-5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
173,2023-05-26,19:37:57.97,4,7,"Jones, Peyton",1000078176,Left,CAL_FUL,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,5,Bottom,2,2,2,ChangeUp,Changeup,InPlay,Undefined,LineDrive,HomeRun,0,2,,81.14165,-2.18385,2.365751,1627.146641,139.650241,10:45,5.90694,-1.63125,6.6916,-23.72371,18.15001,-14.09753,1.93005,-0.64121,73.23521,-6.745351,-0.202275,0.465738,94.53931,31.647279,-34.441304,3979.613043,89.63969,61.73077,-63.75489,356.83371,345.14104,-42.050887,4.894437,8.28725,10.76812,1.47886,50,5.75175,-4.3849,-117.71785,-5.05103,11.41299,26.21426,-17.34449,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,7d0d0700-fc37-11ed-a9f6-11b62def9100,80.93048,82.92982,,7.90644,,,,4.17798,2.1248,0.72999,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:37:57.97,2023-05-26T19:37:57.9793090-07:00,2023-05-27T02:37:57.9793090Z,FlyBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,50c2b173-27e5-4b42-b1d9-44caaf904d50,53.80826,-118.56287,13.10713,5.90556,-4.49193,-8.67224,1.62614,-4.75279,5.7065,159.677867,4.18143,97.27207,-23.77438,6.34182,-1.16135,0.12499,-0.00429,-0.00029,1E-05,2.12365,72.76953,-17.33054,-0.10383,0.54132,-0.23755,0.06041,-0.00814,0.00043,0.72862,-66.72764,10.16334,-2.91339,0.58176,-0.07392,0.00451,-3E-05,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
174,2023-05-26,19:38:50.82,5,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Yorke, Joe",1000079666,Right,CAL_MUS,Undefined,5,Bottom,2,0,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,,88.31663,-2.231316,2.831834,2536.302522,150.82469,11:00,6.08732,-1.26999,6.68472,-17.19107,18.21781,-9.43422,2.61027,0.53614,79.46732,-5.577249,1.115526,0.42828,95.72117,14.960898,1.207128,1793.525957,109.99965,25.73278,0.1245,312.4028,307.28065,-1.741978,3.195293,5.93433,10.74131,1.08427,50,5.93108,-5.97895,-128.04874,-5.39844,9.66735,31.08392,-14.67591,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,9c8b5050-fc37-11ed-a9f6-11b62def9100,88.00895,30.62382,,8.84931,,,,2.61213,2.70618,-0.49934,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,02:38:50.82,2023-05-26T19:38:50.8259010-07:00,2023-05-27T02:38:50.8259010Z,LineDrive,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,c88e00b1-bb97-447c-9daa-3910c6748eb1,53.81413,-128.9713,15.54196,6.08484,-4.96287,-7.33796,1.26598,-6.26587,4.83367,166.781792,2.61213,135.60272,-20.91029,4.58676,-0.9258,0.17103,-0.02677,0.0029,-0.00015,2.70622,36.23923,-11.58849,-0.30039,0.17817,-0.04639,0.00806,-0.00066,2E-05,-0.49933,2.85679,-2.78994,0.47774,-0.07114,0.00956,-0.00131,0.00014,-1E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
